"filename"	"text"	"span"	"code"
"caso_clinico_psiquiatria373"	"compañeros"	"9295 9305"	"SCTID: 106541005"
"caso_clinico_psiquiatria151"	"compañera"	"8048 8057"	"SCTID: 106541005"
"caso_clinico_psiquiatria151"	"compañero"	"2266 2275"	"SCTID: 106541005"
"caso_clinico_psiquiatria151"	"compañero"	"2444 2453"	"SCTID: 106541005"
"caso_clinico_psiquiatria151"	"compañero"	"6404 6413"	"SCTID: 106541005"
"caso_clinico_psiquiatria151"	"compañero"	"6476 6485"	"SCTID: 106541005"
"caso_clinico_psiquiatria151"	"compañero"	"6947 6956"	"SCTID: 106541005"
"caso_clinico_psiquiatria151"	"compañero"	"7975 7984"	"SCTID: 106541005"
"caso_clinico_psiquiatria151"	"compañero"	"8364 8373"	"SCTID: 106541005"
"caso_clinico_psiquiatria151"	"compañero"	"8718 8727"	"SCTID: 106541005"
"caso_clinico_psiquiatria151"	"compañero"	"9142 9151"	"SCTID: 106541005"
"caso_clinico_psiquiatria151"	"compañeros"	"1922 1932"	"SCTID: 106541005"
"caso_clinico_psiquiatria151"	"compañeros"	"4557 4567"	"SCTID: 106541005"
"caso_clinico_psiquiatria151"	"compañeros"	"5965 5975"	"SCTID: 106541005"
"caso_clinico_psiquiatria151"	"compañeros"	"6338 6348"	"SCTID: 106541005"
"caso_clinico_psiquiatria151"	"compañeros"	"7335 7345"	"SCTID: 106541005"
"caso_clinico_psiquiatria151"	"compañeros"	"11669 11679"	"SCTID: 106541005"
"caso_clinico_psiquiatria295"	"compañeros de trabajo"	"4610 4631"	"SCTID: 106541005"
"caso_clinico_psiquiatria206"	"profesionales"	"2897 2910"	"SCTID: 106541005"
"caso_clinico_psiquiatria452"	"ha comenzado un trabajo supervisado"	"4849 4884"	"SCTID: 106541005"
"caso_clinico_psiquiatria514"	"compañeros"	"1677 1687"	"SCTID: 106541005"
"caso_clinico_psiquiatria217"	"trabajo de alta cualificación"	"79 108"	"SCTID: 106541005"
"caso_clinico_psiquiatria298"	"trabajos muy mal remunerados"	"7751 7779"	"SCTID: 106541005"
"caso_clinico_psiquiatria321"	"profesionales"	"1850 1863"	"SCTID: 106541005"
"caso_clinico_psiquiatria544"	"trabajadora"	"2488 2499"	"SCTID: 106541005"
"caso_clinico_psiquiatria399"	"Ha trabajado"	"669 681"	"SCTID: 106541005"
"caso_clinico_psiquiatria317"	"comenzar a trabajar"	"2553 2572"	"SCTID: 106541005"
"caso_clinico_psiquiatria358"	"compañeros"	"411 421"	"SCTID: 106541005"
"caso_clinico_psiquiatria439"	"ha realizado diferentes desempeños laborales"	"557 601"	"SCTID: 106541005"
"caso_clinico_psiquiatria449"	"compañero"	"924 933"	"SCTID: 106541005"
"caso_clinico_psiquiatria449"	"compañeros de trabajo"	"1154 1175"	"SCTID: 106541005"
"caso_clinico_psiquiatria449"	"Había mantenido su trabajo"	"522 548"	"SCTID: 106541005"
"caso_clinico_psiquiatria145"	"ha tenido trabajos esporádicos"	"359 389"	"SCTID: 106541005"
"caso_clinico_psiquiatria391"	"profesionales"	"4537 4550"	"SCTID: 106541005"
"caso_clinico_psiquiatria391"	"profesionales"	"5635 5648"	"SCTID: 106541005"
"caso_clinico_psiquiatria391"	"trabajadores"	"6947 6959"	"SCTID: 106541005"
"caso_clinico_psiquiatria507"	"personal"	"9251 9259"	"SCTID: 106541005"
"caso_clinico_psiquiatria364"	"compañeros"	"462 472"	"SCTID: 106541005"
"caso_clinico_psiquiatria364"	"compañeros"	"5662 5672"	"SCTID: 106541005"
"caso_clinico_psiquiatria223"	"personal"	"3269 3277"	"SCTID: 106541005"
"caso_clinico_psiquiatria363"	"compañeros"	"2641 2651"	"SCTID: 106541005"
"caso_clinico_psiquiatria363"	"compañeros"	"5004 5014"	"SCTID: 106541005"
"caso_clinico_psiquiatria363"	"trabaja ejerciendo su profesión para terceros"	"3596 3641"	"SCTID: 106541005"
"caso_clinico_psiquiatria469"	"compañeros del trabajo"	"4061 4083"	"SCTID: 106541005"
"caso_clinico_psiquiatria368"	"compañeros"	"287 297"	"SCTID: 106541005"
"caso_clinico_psiquiatria368"	"compañeros"	"2628 2638"	"SCTID: 106541005"
"caso_clinico_psiquiatria413"	"trabaja a temporadas"	"254 274"	"SCTID: 106541005"
"caso_clinico_psiquiatria179"	"llegó a desempeñar trabajos menores"	"290 325"	"SCTID: 106541005"
"caso_clinico_psiquiatria329"	"actividad laboral estable"	"170 195"	"SCTID: 106541005"
"caso_clinico_psiquiatria149"	"Comenzó a trabajar nuevamente"	"4086 4115"	"SCTID: 106541005"
"caso_clinico_psiquiatria149"	"retomó su trabajo"	"4166 4183"	"SCTID: 106541005"
"caso_clinico_psiquiatria171"	"compañeros"	"1278 1288"	"SCTID: 106541005"
"caso_clinico_psiquiatria171"	"empresa en la que trabajaba"	"620 647"	"SCTID: 106541005"
"caso_clinico_psiquiatria171"	"profesional"	"1258 1269"	"SCTID: 106541005"
"caso_clinico_psiquiatria171"	"trabajando 40 horas al día"	"748 774"	"SCTID: 106541005"
"caso_clinico_psiquiatria158"	"compañera"	"3944 3953"	"SCTID: 106541005"
"caso_clinico_psiquiatria158"	"compañeras de trabajo"	"1089 1110"	"SCTID: 106541005"
"caso_clinico_psiquiatria158"	"compañeras"	"4301 4311"	"SCTID: 106541005"
"caso_clinico_psiquiatria313"	"Mantiene un trabajo protegido"	"367 396"	"SCTID: 106541005"
"caso_clinico_psiquiatria381"	"profesional"	"2618 2629"	"SCTID: 106541005"
"caso_clinico_psiquiatria381"	"profesionales"	"2281 2294"	"SCTID: 106541005"
"caso_clinico_psiquiatria381"	"profesionales"	"2437 2450"	"SCTID: 106541005"
"caso_clinico_psiquiatria381"	"Perdió el trabajo"	"998 1015"	"SCTID: 106541005"
"caso_clinico_psiquiatria302"	"trabajaba mucho, en una firma de artículos de lujo"	"4302 4352"	"SCTID: 106541005"
"caso_clinico_psiquiatria388"	"compañero"	"2583 2592"	"SCTID: 106541005"
"caso_clinico_psiquiatria388"	"compañeros"	"957 967"	"SCTID: 106541005"
"caso_clinico_psiquiatria388"	"se reincorporó a su trabajo"	"1077 1104"	"SCTID: 106541005"
"caso_clinico_psiquiatria540"	"compañeros"	"688 698"	"SCTID: 106541005"
"caso_clinico_psiquiatria540"	"compañeros"	"2543 2553"	"SCTID: 106541005"
"caso_clinico_psiquiatria540"	"compañeros de trabajo"	"2006 2027"	"SCTID: 106541005"
"caso_clinico_psiquiatria540"	"trabajador de la empresa"	"2098 2122"	"SCTID: 106541005"
"caso_clinico_psiquiatria540"	"empresa para la que trabajó"	"1924 1951"	"SCTID: 106541005"
"caso_clinico_psiquiatria287"	"profesionales"	"1812 1825"	"SCTID: 106541005"
"caso_clinico_psiquiatria287"	"profesionales"	"4009 4022"	"SCTID: 106541005"
"caso_clinico_psiquiatria287"	"profesionales"	"5842 5855"	"SCTID: 106541005"
"caso_clinico_psiquiatria287"	"profesionales"	"6580 6593"	"SCTID: 106541005"
"caso_clinico_psiquiatria287"	"profesionales"	"7542 7555"	"SCTID: 106541005"
"caso_clinico_psiquiatria287"	"ha desempeñado trabajos de baja cualificación"	"1300 1345"	"SCTID: 106541005"
"caso_clinico_psiquiatria559"	"empleo protegido"	"320 336"	"SCTID: 106541005"
"caso_clinico_psiquiatria527"	"empieza a trabajar"	"1050 1068"	"SCTID: 106541005"
"caso_clinico_psiquiatria527"	"trabajadores"	"4141 4153"	"SCTID: 106541005"
"caso_clinico_psiquiatria378"	"compañeros"	"3448 3458"	"SCTID: 106541005"
"caso_clinico_psiquiatria378"	"compañeros"	"4073 4083"	"SCTID: 106541005"
"caso_clinico_psiquiatria378"	"compañeros"	"4406 4416"	"SCTID: 106541005"
"caso_clinico_psiquiatria378"	"compañeros"	"8568 8578"	"SCTID: 106541005"
"caso_clinico_psiquiatria378"	"compañeros"	"8892 8902"	"SCTID: 106541005"
"caso_clinico_psiquiatria318"	"comenzar un nuevo trabajo"	"1349 1374"	"SCTID: 106541005"
"caso_clinico_psiquiatria296"	"profesionales"	"3694 3707"	"SCTID: 106541005"
"caso_clinico_psiquiatria296"	"Ha desempeñado diversos empleos temporales"	"434 476"	"SCTID: 106541005"
"caso_clinico_psiquiatria296"	"desempeñar diversos trabajos"	"1602 1630"	"SCTID: 106541005"
"caso_clinico_psiquiatria533"	"Ha desempeñado diversos empleos"	"128 159"	"SCTID: 106541005"
"caso_clinico_psiquiatria156"	"realizar trabajos ocasionales de fin de semana"	"611 657"	"SCTID: 106541005"
"caso_clinico_psiquiatria547"	"trabajar posteriormente en puestos cualificados"	"8411 8458"	"SCTID: 106541005"
"caso_clinico_psiquiatria491"	"Ha tenido algún trabajo esporádico"	"503 537"	"SCTID: 106541005"
"caso_clinico_psiquiatria560"	"Empezó a trabajar"	"235 252"	"SCTID: 106541005"
"caso_clinico_psiquiatria393"	"profesional"	"4551 4562"	"SCTID: 106541005"
"caso_clinico_psiquiatria294"	"compañeros"	"2367 2377"	"SCTID: 106541005"
"caso_clinico_psiquiatria443"	"excompañero de trabajo"	"1941 1963"	"SCTID: 106541005"
"caso_clinico_psiquiatria429"	"comenzando a trabajar"	"1574 1595"	"SCTID: 106541005"
"caso_clinico_psiquiatria429"	"profesional"	"864 875"	"SCTID: 106541005"
"caso_clinico_psiquiatria481"	"personal"	"7854 7862"	"SCTID: 106541005"
"caso_clinico_psiquiatria481"	"personal"	"9773 9781"	"SCTID: 106541005"
"caso_clinico_psiquiatria422"	"mantiene su actividad laboral"	"3607 3636"	"SCTID: 106541005"
"caso_clinico_psiquiatria467"	"retomar un trabajo"	"5924 5942"	"SCTID: 106541005"
"caso_clinico_psiquiatria466"	"Ha desempeñado diversos trabajos"	"506 538"	"SCTID: 106541005"
"caso_clinico_psiquiatria310"	"profesional"	"2398 2409"	"SCTID: 106541005"
"caso_clinico_psiquiatria197"	"vuelto a trabajar"	"3978 3995"	"SCTID: 106541005"
"caso_clinico_psiquiatria484"	"inicio de actividad laboral"	"3951 3978"	"SCTID: 106541005"
"caso_clinico_psiquiatria222"	"compañeros"	"3221 3231"	"SCTID: 106541005"
"caso_clinico_psiquiatria222"	"compañeros"	"3522 3532"	"SCTID: 106541005"
"caso_clinico_psiquiatria319"	"ha tenido múltiples trabajos"	"3445 3473"	"SCTID: 106541005"
"caso_clinico_psiquiatria176"	"comienza a trabajar"	"1748 1767"	"SCTID: 106541005"
"caso_clinico_psiquiatria176"	"empezó a trabajar"	"2223 2240"	"SCTID: 106541005"
"caso_clinico_psiquiatria289"	"profesionales"	"1051 1064"	"SCTID: 106541005"
"caso_clinico_psiquiatria289"	"profesionales"	"3380 3393"	"SCTID: 106541005"
"caso_clinico_psiquiatria521"	"ha desempeñado diferentes actividades laborales"	"452 499"	"SCTID: 106541005"
"caso_clinico_psiquiatria173"	"comenzó a realizar su trabajo actual"	"480 516"	"SCTID: 106541005"
"caso_clinico_psiquiatria492"	"trabajó durante 6 años"	"600 622"	"SCTID: 106541005"
"caso_clinico_psiquiatria492"	"compañeras"	"776 786"	"SCTID: 106541005"
"caso_clinico_psiquiatria447"	"empresa en la que trabajaba"	"855 882"	"SCTID: 106541005"
"caso_clinico_psiquiatria292"	"compañero"	"1739 1748"	"SCTID: 106541005"
"caso_clinico_psiquiatria550"	"compañeros de trabajo"	"524 545"	"SCTID: 106541005"
"caso_clinico_psiquiatria550"	"mantener una actividad laboral"	"387 417"	"SCTID: 106541005"
"caso_clinico_psiquiatria550"	"Se incorpora a su trabajo"	"2145 2170"	"SCTID: 106541005"
"caso_clinico_psiquiatria354"	"compañeros"	"489 499"	"SCTID: 106541005"
"caso_clinico_psiquiatria142"	"realiza sus trabajos habituales"	"606 637"	"SCTID: 106541005"
"caso_clinico_psiquiatria432"	"personal"	"5753 5761"	"SCTID: 106541005"
"caso_clinico_psiquiatria377"	"compañero"	"4745 4754"	"SCTID: 106541005"
"caso_clinico_psiquiatria377"	"compañero"	"8996 9005"	"SCTID: 106541005"
"caso_clinico_psiquiatria377"	"compañeros"	"5060 5070"	"SCTID: 106541005"
"caso_clinico_psiquiatria377"	"compañeros"	"5278 5288"	"SCTID: 106541005"
"caso_clinico_psiquiatria377"	"compañeros"	"7635 7645"	"SCTID: 106541005"
"caso_clinico_psiquiatria377"	"compañeros"	"13100 13110"	"SCTID: 106541005"
"caso_clinico_psiquiatria482"	"profesionales"	"6083 6096"	"SCTID: 106541005"
"caso_clinico_psiquiatria482"	"en situación laboral activa"	"5651 5678"	"SCTID: 106541005"
"caso_clinico_psiquiatria162"	"compañero"	"3616 3625"	"SCTID: 106541005"
"caso_clinico_psiquiatria162"	"compañeros de trabajo"	"5246 5267"	"SCTID: 106541005"
"caso_clinico_psiquiatria162"	"empresa en la que trabajaba"	"217 244"	"SCTID: 106541005"
"caso_clinico_psiquiatria386"	"profesionista"	"2616 2629"	"SCTID: 106541005"
"caso_clinico_psiquiatria425"	"inicio de una carrera profesional"	"8182 8215"	"SCTID: 106541005"
"caso_clinico_psiquiatria505"	"compañeros"	"334 344"	"SCTID: 106541005"
"caso_clinico_psiquiatria281"	"ayudó en el negocio familiar"	"2093 2121"	"SCTID: 106541005"
"caso_clinico_psiquiatria309"	"Ha trabajado de forma esporádica"	"1311 1343"	"SCTID: 106541005"
"caso_clinico_psiquiatria177"	"se reintegra al trabajo"	"1664 1687"	"SCTID: 106541005"
"caso_clinico_psiquiatria517"	"Ha trabajado de forma esporádica"	"499 531"	"SCTID: 106541005"
"caso_clinico_psiquiatria459"	"compañeros"	"1344 1354"	"SCTID: 106541005"
"caso_clinico_psiquiatria168"	"empleados"	"1265 1274"	"SCTID: 106541005"
"caso_clinico_psiquiatria168"	"empleados"	"1462 1471"	"SCTID: 106541005"
"caso_clinico_psiquiatria168"	"empleados"	"1602 1611"	"SCTID: 106541005"
"caso_clinico_psiquiatria168"	"empleados"	"1688 1697"	"SCTID: 106541005"
"caso_clinico_psiquiatria168"	"empleados"	"2541 2550"	"SCTID: 106541005"
"caso_clinico_psiquiatria168"	"exempleados"	"1474 1485"	"SCTID: 106541005"
"caso_clinico_psiquiatria168"	"proveedores"	"2553 2564"	"SCTID: 106541005"
"caso_clinico_psiquiatria297"	"compañeros de trabajo"	"1910 1931"	"SCTID: 106541005"
"caso_clinico_psiquiatria297"	"compañeros de trabajo"	"3502 3523"	"SCTID: 106541005"
"casos_clinicos_profesiones91"	"compañeros"	"798 808"	"SCTID: 106541005"
"casos_clinicos_profesiones91"	"trabaja en el departamento"	"1006 1032"	"SCTID: 106541005"
"casos_clinicos_profesiones96"	"trabaja en el mismo centro"	"2873 2899"	"SCTID: 106541005"
"casos_clinicos_profesiones101"	"compaginar su empleo"	"1626 1646"	"SCTID: 106541005"
"casos_clinicos_profesiones99"	"Empiezaa trabajar"	"3287 3304"	"SCTID: 106541005"
"casos_clinicos_profesiones97"	"trabajadores"	"1701 1713"	"SCTID: 106541005"
"casos_clinicos_profesiones97"	"trabajaban en el negocio familiar"	"1845 1878"	"SCTID: 106541005"
"casos_clinicos_profesiones97"	"compañera de trabajo"	"2704 2724"	"SCTID: 106541005"
"casos_clinicos_profesiones100"	"Ha ejercido diversos trabajos"	"1537 1566"	"SCTID: 106541005"
"casos_clinicos_profesiones100"	"personal"	"8914 8922"	"SCTID: 106541005"
"casos_clinicos_profesiones100"	"personal"	"11073 11081"	"SCTID: 106541005"
"casos_clinicos_profesiones25"	"empleado"	"2920 2928"	"SCTID: 106541005"
"casos_clinicos_profesiones25"	"empleado"	"3319 3327"	"SCTID: 106541005"
"casos_clinicos_profesiones33"	"comenzó a trabajar medio día"	"2580 2608"	"SCTID: 106541005"
"casos_clinicos_profesiones84"	"compañeros"	"1735 1745"	"SCTID: 106541005"
"casos_clinicos_profesiones29"	"empleada"	"2396 2404"	"SCTID: 106541005"
"casos_clinicos_profesiones3"	"trabajadora"	"1007 1018"	"SCTID: 106541005"
"casos_clinicos_profesiones72"	"compañeros de trabajo"	"112 133"	"SCTID: 106541005"
"casos_clinicos_profesiones72"	"compañeros de trabajo"	"662 683"	"SCTID: 106541005"
"casos_clinicos_profesiones28"	"colegas"	"1490 1497"	"SCTID: 106541005"
"casos_clinicos_profesiones43"	"empleado"	"1862 1870"	"SCTID: 106541005"
"casos_clinicos_profesiones89"	"profesional"	"2405 2416"	"SCTID: 106541005"
"casos_clinicos_profesiones89"	"profesional"	"2665 2676"	"SCTID: 106541005"
"casos_clinicos_profesiones26"	"colegas"	"1858 1865"	"SCTID: 106541005"
"casos_clinicos_profesiones4"	"trabajadora"	"611 622"	"SCTID: 106541005"
"casos_clinicos_profesiones4"	"trabajadora"	"828 839"	"SCTID: 106541005"
"casos_clinicos_profesiones4"	"trabajadora"	"1355 1366"	"SCTID: 106541005"
"casos_clinicos_profesiones4"	"trabajadora"	"2029 2040"	"SCTID: 106541005"
"casos_clinicos_profesiones23"	"obrero no calificado"	"2324 2344"	"SCTID: 106541005"
"casos_clinicos_profesiones23"	"compañeros"	"496 506"	"SCTID: 106541005"
"casos_clinicos_profesiones35"	"trabaja de empleado"	"40 59"	"SCTID: 106541005"
"casos_clinicos_profesiones73"	"compañeros"	"417 427"	"SCTID: 106541005"
"casos_clinicos_profesiones75"	"Ha tenido varios trabajos no cualificados"	"84 125"	"SCTID: 106541005"
"casos_clinicos_profesiones39"	"empleados"	"525 534"	"SCTID: 106541005"
"casos_clinicos_profesiones39"	"colegas"	"398 405"	"SCTID: 106541005"
"casos_clinicos_profesiones39"	"colegas"	"1087 1094"	"SCTID: 106541005"
"casos_clinicos_profesiones39"	"colegas"	"3377 3384"	"SCTID: 106541005"
"caso_clinico_medicina_interna1642"	"personal"	"4013 4021"	"SCTID: 106541005"
"caso_clinico_medicina_interna896"	"trabaja con animales"	"176 196"	"SCTID: 106541005"
"caso_clinico_medicina_interna1669"	"estaba trabajando"	"348 365"	"SCTID: 106541005"
"casos_clinicos_infecciosas43"	"trabajando en la República de Sudáfrica"	"53 92"	"SCTID: 106541005"
"casos_clinicos_infecciosas90"	"trabajador junto a personas inmigrantes"	"8195 8234"	"SCTID: 106541005"
"caso_clinico_neurologia104"	"compañeros"	"385 395"	"SCTID: 106541005"
"caso_clinico_neurologia104"	"Cuando llega al trabajo"	"356 379"	"SCTID: 106541005"
"caso_clinico_neurologia105"	"Debido a su trabajo"	"337 356"	"SCTID: 106541005"
"caso_clinico_neurologia264"	"estaba trabajando en el ordenador"	"202 235"	"SCTID: 106541005"
"caso_clinico_neurologia334"	"estaba trabajando"	"113 130"	"SCTID: 106541005"
"32641443_ES"	"regresó al trabajo"	"279 297"	"SCTID: 106541005"
"32641443_ES"	"regresar al trabajo"	"372 391"	"SCTID: 106541005"
"32641443_ES"	"volver a su trabajo"	"2378 2397"	"SCTID: 106541005"
"32639064_ES"	"trabajaba a tiempo completo"	"560 587"	"SCTID: 106541005"
"cc_covid43"	"compañero de trabajo"	"223 243"	"SCTID: 106541005"
"cc_covid102"	"compañero de trabajo"	"223 243"	"SCTID: 106541005"
"32427774-B_ES"	"personal"	"1585 1593"	"SCTID: 106541005"
"cc_covid41"	"reincorporación laboral"	"1767 1790"	"SCTID: 106541005"
"32593478_ES"	"trabajaban desde el hogar"	"4372 4397"	"SCTID: 106541005"
"cc_covid90"	"profesional"	"583 594"	"SCTID: 106541005"
"cc_covid90"	"profesional"	"2715 2726"	"SCTID: 106541005"
"cc_covid90"	"teletrabajo"	"2044 2055"	"SCTID: 106541005"
"caso_clinico_urologia149"	"activo laboralmente"	"930 949"	"SCTID: 106541005"
"S0465-546X2010000200006-1"	"trabajadora"	"1026 1037"	"SCTID: 106541005"
"S0465-546X2010000200006-1"	"trabajadora"	"1242 1253"	"SCTID: 106541005"
"S0465-546X2010000200006-1"	"trabajadora"	"1768 1779"	"SCTID: 106541005"
"S0465-546X2010000200006-1"	"trabajadora"	"2466 2477"	"SCTID: 106541005"
"S1132-62552015000100006-1"	"trabajadores"	"548 560"	"SCTID: 106541005"
"S1132-62552015000100006-1"	"trabajadora"	"565 576"	"SCTID: 106541005"
"S1132-62552015000100006-1"	"trabajadora"	"1502 1513"	"SCTID: 106541005"
"S1132-62552015000100006-1"	"trabajadora"	"1873 1884"	"SCTID: 106541005"
"S0465-546X2009000300008-1"	"trabajadora"	"1120 1131"	"SCTID: 106541005"
"S0465-546X2009000300008-1"	"trabajadora"	"1349 1360"	"SCTID: 106541005"
"S0465-546X2009000300008-1"	"trabajadora"	"1728 1739"	"SCTID: 106541005"
"S0465-546X2009000300008-1"	"trabajador"	"2375 2385"	"SCTID: 106541005"
"S0211-57352007000200017-1"	"profesionales"	"4682 4695"	"SCTID: 106541005"
"S1579-699X2004000400002-1"	"empezar a trabajar"	"590 608"	"SCTID: 106541005"
"S0465-546X2014000300010-1"	"trabajadora"	"805 816"	"SCTID: 106541005"
"S0465-546X2014000300010-1"	"trabajadora"	"1889 1900"	"SCTID: 106541005"
"S0465-546X2014000300010-1"	"trabajadora"	"2215 2226"	"SCTID: 106541005"
"S0465-546X2015000300009-1"	"compañera"	"847 856"	"SCTID: 106541005"
"S0465-546X2015000300009-1"	"compañera"	"1364 1373"	"SCTID: 106541005"
"S0465-546X2015000300009-1"	"compañera"	"1595 1604"	"SCTID: 106541005"
"S0465-546X2015000300009-1"	"trabajadora"	"1116 1127"	"SCTID: 106541005"
"S0465-546X2015000300009-1"	"compañeras"	"1505 1515"	"SCTID: 106541005"
"S0210-56912006000500007-1"	"compañeros"	"462 472"	"SCTID: 106541005"
"S1887-85712013000300006-1"	"compañero"	"27043 27052"	"SCTID: 106541005"
"cc_onco553"	"activo laboralmente"	"71 90"	"SCTID: 106541005"
"cc_onco722"	"trabajadora activa"	"407 425"	"SCTID: 106541005"
"caso_clinico_atencion_primaria139"	"activo laboralmente"	"1774 1793"	"SCTID: 106541005"
"caso_clinico_atencion_primaria137"	"trabaja fuera"	"1057 1070"	"SCTID: 106541005"
"caso_clinico_atencion_primaria164"	"profesional"	"329 340"	"SCTID: 106541005"
"caso_clinico_atencion_primaria154"	"compañera del trabajo"	"3269 3290"	"SCTID: 106541005"
"caso_clinico_atencion_primaria150"	"está contratado en un trabajo sin cualificación"	"3812 3859"	"SCTID: 106541005"
"caso_clinico_atencion_primaria132"	"Activo profesionalmente"	"1986 2009"	"SCTID: 106541005"
"caso_clinico_atencion_primaria152"	"en su trabajo"	"2078 2091"	"SCTID: 106541005"
"caso_clinico_atencion_primaria152"	"en el trabajo"	"5345 5358"	"SCTID: 106541005"
"caso_clinico_atencion_primaria156"	"con vida laboral activa"	"1240 1263"	"SCTID: 106541005"
"caso_clinico_psiquiatria25"	"en prisión"	"2848 2858"	"SCTID: 105568001"
"caso_clinico_psiquiatria24"	"en reclusión penitenciaria"	"540 566"	"SCTID: 105568001"
"caso_clinico_psiquiatria24"	"en un centro penitenciario"	"2405 2431"	"SCTID: 105568001"
"caso_clinico_psiquiatria131"	"en la cárcel"	"2143 2155"	"SCTID: 105568001"
"caso_clinico_psiquiatria33"	"en prisión"	"411 421"	"SCTID: 105568001"
"caso_clinico_psiquiatria416"	"en prisión"	"4218 4228"	"SCTID: 105568001"
"caso_clinico_psiquiatria470"	"en la cárcel"	"2669 2681"	"SCTID: 105568001"
"caso_clinico_psiquiatria219"	"en prisión"	"598 608"	"SCTID: 105568001"
"caso_clinico_psiquiatria481"	"en Centro Penitenciario"	"1474 1497"	"SCTID: 105568001"
"caso_clinico_psiquiatria481"	"en prisión"	"6547 6557"	"SCTID: 105568001"
"caso_clinico_psiquiatria481"	"deriva nuevamente a centro penitenciario"	"6134 6174"	"SCTID: 105568001"
"caso_clinico_psiquiatria481"	"desde el centro penitenciario"	"6213 6242"	"SCTID: 105568001"
"caso_clinico_psiquiatria481"	"desde centro penitenciario"	"5980 6006"	"SCTID: 105568001"
"caso_clinico_psiquiatria481"	"derivada del centro penitenciario"	"7405 7438"	"SCTID: 105568001"
"caso_clinico_psiquiatria353"	"en prisión"	"164 174"	"SCTID: 105568001"
"caso_clinico_psiquiatria444"	"en prisión"	"964 974"	"SCTID: 105568001"
"caso_clinico_psiquiatria385"	"en prisión"	"1719 1729"	"SCTID: 105568001"
"caso_clinico_psiquiatria168"	"en prisión"	"203 213"	"SCTID: 105568001"
"casos_clinicos_profesiones100"	"en prisión"	"12107 12117"	"SCTID: 105568001"
"caso_clinico_medicina_interna816"	"en centro penitenciario"	"168 191"	"SCTID: 105568001"
"caso_clinico_medicina_interna409"	"en régimen de internamiento presidiario"	"62 101"	"SCTID: 105568001"
"caso_clinico_urgencias55"	"en prisión"	"26 36"	"SCTID: 105568001"
"cc_onco1086"	"residente en un centro penitenciario"	"30 66"	"SCTID: 105568001"
"caso_clinico_atencion_primaria133"	"en Centro Penitenciario"	"2029 2052"	"SCTID: 105568001"
"caso_clinico_psiquiatria25"	"Realiza hurtos"	"5651 5665"	"SCTID: 105557001"
"caso_clinico_psiquiatria103"	"Jubilado"	"1360 1368"	"SCTID: 105493001"
"caso_clinico_psiquiatria107"	"se jubila"	"1668 1677"	"SCTID: 105493001"
"caso_clinico_psiquiatria112"	"pensionista"	"1566 1577"	"SCTID: 105493001"
"caso_clinico_psiquiatria112"	"Empieza a cobrar PNC"	"2828 2848"	"SCTID: 105493001"
"caso_clinico_psiquiatria119"	"jubilado"	"1755 1763"	"SCTID: 105493001"
"caso_clinico_psiquiatria119"	"pensión no contributiva"	"1574 1597"	"SCTID: 105493001"
"caso_clinico_psiquiatria111"	"pensionista"	"1686 1697"	"SCTID: 105493001"
"caso_clinico_psiquiatria111"	"beneficiaria de una pensión"	"2374 2401"	"SCTID: 105493001"
"caso_clinico_psiquiatria373"	"prejubilado"	"3681 3692"	"SCTID: 105493001"
"caso_clinico_psiquiatria394"	"Pensionista"	"84 95"	"SCTID: 105493001"
"caso_clinico_psiquiatria489"	"pensión no contributiva"	"796 819"	"SCTID: 105493001"
"caso_clinico_psiquiatria485"	"pensión no contributiva"	"394 417"	"SCTID: 105493001"
"caso_clinico_psiquiatria388"	"jubilado"	"47 55"	"SCTID: 105493001"
"caso_clinico_psiquiatria388"	"jubilado por incapacidad física"	"4086 4117"	"SCTID: 105493001"
"caso_clinico_psiquiatria414"	"Pensionado"	"507 517"	"SCTID: 105493001"
"caso_clinico_psiquiatria414"	"jubilado"	"764 772"	"SCTID: 105493001"
"caso_clinico_psiquiatria446"	"Jubilada por enfermedad mental"	"278 308"	"SCTID: 105493001"
"caso_clinico_psiquiatria279"	"jubilado"	"1214 1222"	"SCTID: 105493001"
"caso_clinico_psiquiatria288"	"jubilado por enfermedad"	"2637 2660"	"SCTID: 105493001"
"caso_clinico_psiquiatria169"	"jubilados"	"1763 1772"	"SCTID: 105493001"
"caso_clinico_psiquiatria510"	"jubilado"	"53 61"	"SCTID: 105493001"
"caso_clinico_psiquiatria512"	"jubilado"	"358 366"	"SCTID: 105493001"
"caso_clinico_psiquiatria147"	"jubilado"	"1254 1262"	"SCTID: 105493001"
"caso_clinico_psiquiatria297"	"Jubilada"	"717 725"	"SCTID: 105493001"
"casos_clinicos_profesiones93"	"pensionista por incapacidad"	"441 468"	"SCTID: 105493001"
"casos_clinicos_profesiones53"	"jubilado"	"16 24"	"SCTID: 105493001"
"casos_clinicos_profesiones64"	"jubilado"	"439 447"	"SCTID: 105493001"
"casos_clinicos_profesiones2"	"jubilado"	"71 79"	"SCTID: 105493001"
"casos_clinicos_profesiones58"	"jubilado"	"49 57"	"SCTID: 105493001"
"caso_clinico_medicina_interna1258"	"Jubilada"	"64 72"	"SCTID: 105493001"
"caso_clinico_medicina_interna1239"	"jubilado"	"87 95"	"SCTID: 105493001"
"caso_clinico_medicina_interna1632"	"jubilado"	"34 42"	"SCTID: 105493001"
"caso_clinico_medicina_interna1452"	"jubilado"	"131 139"	"SCTID: 105493001"
